Name,Position,Market Value,Year,Team
Greg Cunningham,Centre-Back,€3.00m,2018,cardiff city
Sol Bamba,Centre-Back,€1.00m,2018,cardiff city
Matthew Connolly,Centre-Back,€750k,2018,cardiff city
Ciaron Brown,Centre-Back,-,2018,cardiff city
Joe Bennett,Left-Back,€3.00m,2018,cardiff city
Lee Peltier,Right-Back,€1.50m,2018,cardiff city
Jazz Richards,Right-Back,€750k,2018,cardiff city
Cameron Coxe,Right-Back,-,2018,cardiff city
Aron Gunnarsson,Defensive Midfield,€2.50m,2018,cardiff city
Víctor Camarasa,Central Midfield,€10.00m,2018,cardiff city
Harry Arter,Central Midfield,€7.00m,2018,cardiff city
Joe Ralls,Central Midfield,€5.00m,2018,cardiff city
Leandro Bacuna,Central Midfield,€3.00m,2018,cardiff city
Loïc Damour,Central Midfield,€750k,2018,cardiff city
Stuart O'Keefe,Central Midfield,€500k,2018,cardiff city
Lloyd Humphries,Central Midfield,-,2018,cardiff city
Josh Murphy,Left Winger,€10.00m,2018,cardiff city
Junior Hoilett,Left Winger,€4.50m,2018,cardiff city
Bobby De Cordova-Reid,Right Winger,€10.00m,2018,cardiff city
Nathaniel Méndez-Laing,Right Winger,€3.00m,2018,cardiff city
Kadeem Harris,Right Winger,€750k,2018,cardiff city
Lee Tomlin,Other,€2.00m,2018,cardiff city
Kenneth Zohore,Centre-Forward,€7.00m,2018,cardiff city
Oumar Niasse,Centre-Forward,€6.00m,2018,cardiff city
Callum Paterson,Centre-Forward,€5.00m,2018,cardiff city
Gary Madine,Centre-Forward,€4.00m,2018,cardiff city
Danny Ward,Centre-Forward,€1.50m,2018,cardiff city
Omar Bogle,Centre-Forward,€500k,2018,cardiff city
Rhys Healey,Centre-Forward,€250k,2018,cardiff city
Jack McKay,Centre-Forward,-,2018,cardiff city
Alisson,Goalkeeper,€72.00m,2019,liverpool fc
Simon Mignolet,Goalkeeper,€8.00m,2019,liverpool fc
Adrián,Goalkeeper,€4.00m,2019,liverpool fc
Loris Karius,Goalkeeper,€3.20m,2019,liverpool fc
Caoimhín Kelleher,Goalkeeper,€900k,2019,liverpool fc
Andy Lonergan,Goalkeeper,€250k,2019,liverpool fc
Vitezslav Jaros,Goalkeeper,-,2019,liverpool fc
Ben Winterbottom,Goalkeeper,-,2019,liverpool fc
Virgil van Dijk,Centre-Back,€80.00m,2019,liverpool fc
Joe Gomez,Centre-Back,€33.50m,2019,liverpool fc
Joël Matip,Centre-Back,€32.00m,2019,liverpool fc
Dejan Lovren,Centre-Back,€16.00m,2019,liverpool fc
Sepp van den Berg,Centre-Back,€1.80m,2019,liverpool fc
Nat Phillips,Centre-Back,€800k,2019,liverpool fc
Tom Clayton,Centre-Back,-,2019,liverpool fc
Morgan Boyes,Centre-Back,-,2019,liverpool fc
Billy Koumetio,Centre-Back,-,2019,liverpool fc
Andrew Robertson,Left-Back,€64.00m,2019,liverpool fc
Yasser Larouci,Left-Back,€1.80m,2019,liverpool fc
Tony Gallacher,Left-Back,€250k,2019,liverpool fc
Adam Lewis,Left-Back,-,2019,liverpool fc
Neco Williams,Left-Back,-,2019,liverpool fc
James Norris,Left-Back,-,2019,liverpool fc
