Team,Squad_Size,Average_Age,Number_of_Foreigners,Average_Market_Value,Total_Market_Value,Position,Goal_Difference,Points,Year,Squad_Size_Normalized_by_Avg,Squad_Size_Normalized_by_Max,Average_Age_Normalized_by_Avg,Average_Age_Normalized_by_Max,Number_of_Foreigners_Normalized_by_Avg,Number_of_Foreigners_Normalized_by_Max,Average_Market_Value_Normalized_by_Avg,Average_Market_Value_Normalized_by_Max,Total_Market_Value_Normalized_by_Avg,Total_Market_Value_Normalized_by_Max
west bromwich albion,30,27.7,18,4.11,123.2,10,-8,45,2016,0.7672634271099744,0.6122448979591837,1.0552380952380953,0.992831541218638,0.7171314741035856,0.43902439024390244,0.5513818084250068,0.24954462659380697,0.4191573983662388,0.17940876656472987
burnley fc,36,27.2,15,2.98,107.18,16,-16,40,2016,0.9207161125319693,0.7346938775510204,1.036190476190476,0.974910394265233,0.597609561752988,0.36585365853658536,0.3997853501475718,0.1809350333940498,0.36465332757218727,0.1560798019513616
manchester city,32,25.5,22,31.53,1010.0,1,79,100,2017,0.8683853459972862,0.6666666666666666,0.9692132269099201,0.901060070671378,0.9421841541755888,0.6666666666666666,2.8550731199348034,1.0,2.498484829744338,1.0
chelsea fc,46,25.3,33,19.22,884.25,5,24,70,2017,1.248303934871099,0.9583333333333334,0.9616115545419992,0.8939929328621908,1.4132762312633833,1.0,1.7403902748222935,0.6095781795115762,2.187411099704387,0.8754950495049505
liverpool fc,35,25.4,21,24.5,857.5,4,46,75,2017,0.9497964721845319,0.7291666666666666,0.9654123907259595,0.8975265017667844,0.899357601713062,0.6363636363636364,2.2184995698827366,0.7770377418331748,2.121238357926505,0.849009900990099
manchester united,35,26.6,23,24.27,849.5,2,40,81,2017,0.9497964721845319,0.7291666666666666,1.0110224249334854,0.9399293286219081,0.9850107066381155,0.696969696969697,2.197672839226694,0.769743101807802,2.101448379077045,0.8410891089108911
tottenham hotspur,34,25.2,22,24.4,829.6,3,38,77,2017,0.9226594301221167,0.7083333333333334,0.9578107183580387,0.8904593639575972,0.9421841541755888,0.6666666666666666,2.209444469597501,0.7738661592134475,2.052220806689013,0.8213861386138614
arsenal fc,45,25.4,27,15.42,694.0,6,23,63,2017,1.2211668928086838,0.9375,0.9654123907259595,0.8975265017667844,1.1563169164882225,0.8181818181818182,1.3962964639833386,0.48905803996194097,1.716780665190664,0.6871287128712872
everton fc,48,25.4,31,7.94,381.25,8,-14,49,2017,1.3025780189959293,1.0,0.9654123907259595,0.8975265017667844,1.3276231263383296,0.9393939393939394,0.7189749626477113,0.25182366000634315,0.9431161795445832,0.3774752475247525
leicester city,34,27.0,23,8.95,304.25,9,-4,47,2017,0.9226594301221167,0.7083333333333334,1.026225769669327,0.9540636042402827,0.9850107066381155,0.696969696969697,0.8104314755285914,0.2838566444655883,0.7526376331185296,0.3012376237623762
southampton fc,29,26.4,16,10.24,297.0,17,-19,36,2017,0.7869742198100407,0.6041666666666666,1.0034207525655643,0.9328621908127208,0.6852248394004282,0.48484848484848486,0.9272422692081315,0.32477006026006977,0.7347029647862063,0.29405940594059404
west ham united,41,25.7,25,6.36,260.6,13,-20,42,2017,1.112618724559023,0.8541666666666666,0.976814899277841,0.9081272084805653,1.070663811563169,0.7575757575757576,0.5759043781409879,0.2017126546146527,0.6446585610211629,0.258019801980198
crystal palace,41,26.3,24,5.38,220.73,11,-10,44,2017,1.112618724559023,0.8541666666666666,0.9996199163816039,0.9293286219081273,1.0278372591006424,0.7272727272727273,0.48716439534567846,0.17063114494132572,0.5460302539301661,0.21854455445544554
newcastle united,37,25.9,27,5.63,208.28,10,-8,44,2017,1.0040705563093621,0.7708333333333334,0.9844165716457619,0.9151943462897526,1.1563169164882225,0.8181818181818182,0.5098021460587676,0.17856010149064383,0.5152320993456938,0.2062178217821782
watford fc,37,27.4,28,5.3,196.0,14,-20,41,2017,1.0040705563093621,0.7708333333333334,1.041429114405169,0.9681978798586571,1.1991434689507494,0.8484848484848485,0.4799203151174899,0.16809387884554391,0.48485448181177254,0.19405940594059407
stoke city,35,26.8,27,5.5,192.45,19,-33,33,2017,0.9497964721845319,0.7291666666666666,1.0186240973014062,0.9469964664310954,1.1563169164882225,0.8181818181818182,0.49803051568796125,0.1744370440849984,0.4760726786973246,0.19054455445544552
burnley fc,30,28.3,16,5.64,169.3,7,-3,54,2017,0.8141112618724559,0.625,1.0756366400608133,1.0,0.6852248394004282,0.48484848484848486,0.5107076560872912,0.17887725975261654,0.4188054274016995,0.16762376237623763
west bromwich albion,33,27.0,17,5.03,165.95,20,-25,31,2017,0.8955223880597014,0.6875,1.026225769669327,0.9540636042402827,0.728051391862955,0.5151515151515151,0.45547154434735365,0.15953060577228037,0.410518373758488,0.1643069306930693
swansea city,36,26.8,25,4.6,165.49,18,-28,33,2017,0.9769335142469471,0.75,1.0186240973014062,0.9469964664310954,1.070663811563169,0.7575757575757576,0.4165346131208403,0.1458928005074532,0.4093804499746441,0.16385148514851486
brighton & hove albion,39,27.3,27,3.8,148.2,15,-20,40,2017,1.0583446404341927,0.8125,1.0376282782212085,0.9646643109540636,1.1563169164882225,0.8181818181818182,0.344093810838955,0.12052013954963525,0.3666093581862484,0.14673267326732672
afc bournemouth,35,26.4,14,4.13,144.5,12,-16,44,2017,0.9497964721845319,0.7291666666666666,1.0034207525655643,0.9328621908127208,0.5995717344753747,0.42424242424242425,0.37397564178023274,0.13098636219473517,0.3574564929683731,0.14306930693069306
huddersfield town,35,26.1,19,3.03,106.05,16,-30,37,2017,0.9497964721845319,0.7291666666666666,0.992018244013683,0.9222614840989399,0.8137044967880085,0.5757575757575758,0.27436953864264046,0.09609895337773548,0.2623409071231555,0.105
manchester city,47,24.6,36,25.61,1200.0,1,72,98,2018,1.2207792207792207,0.8703703703703703,0.9371428571428572,0.8601398601398601,1.4257425742574257,0.9,2.078818133852835,0.851962741184298,2.447780678851175,1.0
liverpool fc,39,25.2,25,30.06,1170.0,2,67,97,2018,1.0129870129870129,0.7222222222222222,0.96,0.881118881118881,0.9900990099009901,0.625,2.4400340922927066,1.0,2.3865861618798956,0.975
